customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ValorCliente,GastoVsTiempo,Churn
5414-OFQCB,Male,0,No,No,57.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),1.8355937315367437,-0.01393942279868699,No
6625-UTXEW,Female,0,Yes,No,12.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,-1.1850960803615596,0.1919394230940979,No
8441-SHIPE,Female,0,No,No,67.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.015044382342636033,-1.8741170182035676,No
3016-KSVCP,Male,0,Yes,No,29.0,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,-0.9595518332532402,-0.7000487011840106,No
6231-WFGFH,Male,0,Yes,Yes,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-2.023807795263762,-0.40676323133650366,No
7895-VONWT,Female,0,No,No,25.0,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.7344001378653774,-0.22697703767800528,No
2314-TNDJQ,Female,0,Yes,Yes,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),1.2259485636898289,-1.263697890089028,No
6408-WHTEF,Male,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,2.499576047355218,-0.44384377102498357,No
9026-LHEVG,Female,0,No,No,9.0,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,-1.4981333838125508,-0.0039024521208735987,No
1172-VIYBP,Male,0,Yes,Yes,53.0,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),0.9574306421459523,-0.41910516660669167,No
5795-KTGUD,Female,0,Yes,No,68.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),3.096396482691584,0.18608033905442575,No
8996-ZROXE,Male,1,No,No,57.0,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,0.5982436056605507,-0.9267148569301553,No
8404-VLQFB,Female,0,Yes,Yes,15.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,-1.6000155809933478,-0.5616839891108992,No
8143-ETQTI,Female,0,Yes,Yes,23.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.4891177366850306,-0.9082692144452575,No
3549-ZTMNH,Male,0,Yes,Yes,12.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.726123398279567,-0.5171446262652646,No
8318-LCNBW,Male,0,Yes,No,35.0,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),-0.23816093349947068,-0.36228947313510446,No
5922-ABDVO,Female,0,Yes,No,19.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,-0.0666822535607189,0.9997682484920754,Yes
9367-WXLCH,Male,0,No,No,8.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),-0.724451389316595,1.166140352883145,Yes
2675-IJRGJ,Male,0,No,No,53.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-0.6417742360871699,-1.662919699456994,No
4486-EFAEB,Male,0,No,No,13.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,-1.7665308979667707,-0.6362498031608997,No
5564-NEMQO,Female,1,No,No,1.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-1.206434670002108,1.1126551088541337,Yes
7892-QVYKW,Female,0,Yes,Yes,23.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,-0.008468484356458514,0.7912813236148805,No
8648-PFRMP,Female,1,No,No,14.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-1.2005308682210543,0.011671672680733276,No
1821-BUCWY,Male,0,No,No,30.0,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,-0.39403266687029775,-0.1652439521492367,No
5726-CVNYA,Female,0,Yes,Yes,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.9217024696891274,-0.5244936876118833,No
0106-GHRQR,Male,0,No,No,16.0,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),-0.5915037824748465,0.607861150643836,No
2675-DHUTR,Male,1,Yes,No,58.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2.156011326156301,0.16875546199222222,No
3811-VBYBZ,Male,0,No,No,7.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.4967262522778895,1.5940459991481655,Yes
2446-BEGGB,Female,1,No,No,6.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.577769186722729,1.580997751900084,Yes
8146-QQKZH,Female,0,Yes,No,71.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),2.222492864973389,-0.6055821521046407,No
8710-YGLWG,Male,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-1.7075936109057694,0.3116995330583537,No
4188-FRABG,Male,0,Yes,No,57.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,2.2423272354599986,0.2987886722189596,No
0761-AETCS,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,-2.129622192719379,-0.36278937287493496,Yes
8204-TIFGJ,Female,0,No,No,23.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),-1.4730434196897786,-0.8916617652781991,No
1898-JSNDC,Female,0,No,No,39.0,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),0.028141017065233795,-0.32545603760164465,No
9079-LWTFD,Male,0,No,No,47.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,1.6077867815305005,0.5201242537067134,No
4895-TMWIR,Male,1,Yes,No,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.830833075602347,-0.5977579037788703,Yes
9626-VFRGG,Female,0,No,Yes,41.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.9723330878364228,0.37383601942227235,No
2710-WYVXG,Female,0,No,No,3.0,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,-1.1879772294079605,0.948668710209431,No
5832-TRLPB,Male,0,No,No,29.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.07370405495472235,0.36239288810437265,No
1090-PYKCI,Female,0,Yes,Yes,69.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),2.9343771743401716,0.020059037225633295,No
4510-PYUSH,Female,1,No,No,38.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.010858896322982686,-0.33977612125648615,Yes
4652-NNHNY,Male,0,Yes,No,16.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.5308297215177841,0.6704501177133837,Yes
9027-TMATR,Female,0,Yes,No,43.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.8077110539532842,0.07387681684084615,No
8124-NZVGJ,Female,0,No,No,6.0,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,-1.4601147565457768,0.29719420548494196,No
2809-ILCYT,Female,0,Yes,No,25.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,-1.2449320372193615,-0.7769493822873786,No
9985-MWVIX,Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-1.2913349511091425,0.9769669109808359,Yes
5439-WIKXB,Male,1,Yes,No,41.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1304194997872679,0.5275937544149332,No
3932-IJWDZ,Male,0,No,No,45.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.6313877108563843,0.6437191775527774,No
2135-DQWAQ,Female,0,No,No,5.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,-0.8514356280996898,1.26804462872497,No
1950-KSVVJ,Female,0,Yes,No,45.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,1.8704898712885982,0.8902313996795106,No
9168-INPSZ,Female,1,Yes,No,44.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,1.542900976821331,0.6886709759511019,No
7501-IWUNG,Female,0,Yes,Yes,61.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.479749404398794,-0.5344460796712259,No
1485-YDHMM,Male,0,Yes,Yes,52.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1.5910788673254874,0.20006125738825742,No
6400-BWQKW,Female,0,No,No,6.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.9254237813169873,1.0781419673640007,Yes
1468-DEFNC,Male,1,Yes,Yes,64.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-0.1441827486969376,-1.8249776019570954,No
8999-EXMNO,Female,0,Yes,Yes,19.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.5921523337020858,-0.7946401189000274,No
0308-GIQJT,Male,1,No,No,71.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),3.0342891154355067,-0.016288382879964265,No
2826-UWHIS,Male,0,Yes,No,45.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.9879838694312651,0.08424367825188718,No
4676-MQUEA,Male,1,Yes,No,50.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),1.869476584373265,0.4596785719079018,No
5989-AXPUC,Female,0,Yes,No,68.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,3.3498217472421596,0.37951552412133016,No
8062-YBDOE,Male,1,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.2995776968476895,0.9637932995368262,Yes
3398-FSHON,Female,1,No,No,12.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.39602377865125066,1.234686678569775,Yes
2495-KZNFB,Female,0,No,No,33.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6311873409935849,0.6462902644481061,No
9904-EHEVJ,Female,1,Yes,Yes,32.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,0.5922897118143097,0.6920345967920257,No
2718-YSKCS,Male,0,Yes,Yes,71.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-0.10692395749169836,-2.1196644899693986,No
7668-XCFYV,Female,1,Yes,No,17.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.10860948702867508,1.1297004160764332,No
6937-GCDGQ,Male,0,Yes,Yes,19.0,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),-0.9603647011077343,-0.05102413572203135,No
5188-HGMLP,Male,1,Yes,No,54.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1.1180871882009558,-0.3369171390298793,No
0699-NDKJM,Female,0,Yes,No,57.0,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.8002384969440863,-0.7995567519585438,No
3889-VWBID,Male,0,Yes,Yes,68.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),2.126196496533538,-0.5010573995678194,No
5307-UVGNB,Female,0,Yes,Yes,53.0,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.27053256004087106,-0.9394474046451194,No
6394-MFYNG,Female,0,No,No,48.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.870280572420166,0.6581261934885865,Yes
2703-AMTUL,Male,0,Yes,Yes,36.0,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,-0.204468787293067,-0.3740005357345318,No
3727-OWVYD,Male,0,No,No,35.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,-0.08149854315422592,-0.1525109435419939,No
4102-HLENU,Female,0,Yes,No,67.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,1.401180179802505,-0.8891119111184577,No
3160-TYXLT,Male,0,No,No,53.0,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.2467087013803208,-1.0042030863499425,No
9800-ONTFE,Female,0,Yes,Yes,22.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.26407640683801087,0.5645976034115316,No
0191-ZHSKZ,Male,1,No,No,30.0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.04850364327855432,0.3256416459333437,No
4366-CTOUZ,Female,0,No,No,50.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,1.775821153370686,0.4212353946712681,No
5242-UOWHD,Male,0,Yes,Yes,45.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-0.8297231642609766,-1.445796385028819,No
7016-BPGEU,Female,0,No,No,29.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-1.1859545738364485,-0.9198475485622901,Yes
2957-LOLHO,Male,0,No,No,12.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-1.3069756944805242,0.04026842804603076,Yes
4430-UZIPO,Male,0,No,No,3.0,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,-1.773108346545929,0.04825917944667057,Yes
1740-CSDJP,Male,0,No,No,1.0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),-1.8666786036597278,0.057448832188969574,Yes
2074-GKOWZ,Male,0,Yes,Yes,2.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),-0.9204236616123372,1.4607383862487164,Yes
2523-EWWZL,Female,0,Yes,No,27.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,-0.004249457747153556,0.4357348575349414,No
0533-BNWKF,Female,1,Yes,No,55.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,1.6049363087457764,-0.0864932697859617,Yes
2320-JRSDE,Female,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,-2.1197308978331226,-0.34698103914212347,Yes
2951-QOQTK,Male,0,No,Yes,4.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),-0.973072641099246,1.1764947053920016,Yes
8807-OPMBM,Female,0,Yes,Yes,55.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-0.37893368637649516,-1.565536751526118,No
0277-BKSQP,Male,0,Yes,Yes,8.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,-1.2665198349188622,0.37752360629419074,No
7176-WRTNX,Male,0,No,No,70.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),3.2557841852591594,0.24177638933776777,No
0617-AQNWT,Female,0,Yes,No,64.0,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,0.7012156605094318,-1.2515071976122,Yes
5035-BVCXS,Male,0,No,No,11.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,-0.7349803760087509,0.8595910119395663,No
0322-YINQP,Male,0,No,No,1.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,-1.647421567014376,0.4078668965996234,Yes
1084-UQCHV,Male,0,No,Yes,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-1.2979291476999804,0.966428021825628,Yes
9300-RENDD,Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,-1.1297771346336203,1.2351696952834226,Yes
3727-OVPRY,Male,0,Yes,Yes,66.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),-0.028545974141250884,-1.8446837742623639,No
5701-ZIKJE,Male,0,No,No,13.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,-1.173691155927789,0.14885391656748903,No
7115-IRDHS,Female,0,Yes,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.126892280429855,-2.023595599139323,No
8908-NMQTX,Male,0,No,No,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.5870005466870603,-1.0205970018597108,No
0689-DSXGL,Female,0,Yes,Yes,52.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),1.4126503883300976,0.009152654391747799,No
5201-USSQZ,Female,0,Yes,No,26.0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),0.1613320697037861,0.7159719644751193,No
5199-FPUSP,Male,0,No,Yes,33.0,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),-0.8316648300772064,-0.7937280478042421,No
5889-LFOLL,Female,0,No,No,13.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,-0.47536262545174607,1.0327277916623443,Yes
8718-PTMEZ,Female,0,No,No,13.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,-1.5662198918275552,-0.35804454098379923,Yes
5214-CHIWJ,Male,0,No,No,27.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.3442627765612443,-0.9938099975957374,No
7975-JMZNT,Male,0,Yes,No,66.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),2.310458214709272,-0.22674786316992013,No
3726-TBHQT,Male,0,Yes,Yes,71.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),3.398856651946447,0.17897189978702172,No
6582-OIVSP,Female,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.7009994143149318,0.3222384222135613,No
5872-OEQNH,Female,0,No,No,60.0,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,0.4448130307739501,-1.2320178446753225,No
3235-ETOOB,Male,0,Yes,No,8.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.9017566550183659,0.9038722003132306,Yes
7271-AJDTL,Female,0,Yes,No,55.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),1.8084658832980827,0.1452971852549523,No
7317-GGVPB,Male,0,Yes,No,71.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),3.17015807852158,0.050205083288989934,Yes
8033-ATFAS,Female,0,Yes,Yes,39.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,0.08245848071554349,-0.2957821688258768,No
0869-PAPRP,Female,1,Yes,No,26.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.12039268233679484,0.7143429143560692,No
2794-XIMMO,Male,0,Yes,No,53.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.6614914167201391,-0.6489440476395482,Yes
4236-XPXAV,Female,0,Yes,Yes,5.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,-0.6141560555601112,1.6320875757464675,Yes
7203-OYKCT,Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,3.091487880584308,-0.06659677616190013,No
0187-WZNAB,Female,0,Yes,Yes,27.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,-0.0670338431668569,0.394306134359378,No
1357-MVDOZ,Male,0,Yes,Yes,11.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),-1.0514769474906056,0.43614946658668413,No
3786-WOVKF,Female,1,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),3.1610205142065726,-0.02023236991228297,No
8952-WCVCD,Female,0,Yes,No,41.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.3812006145309783,0.779961886819188,No
4186-ZBUEW,Female,0,No,No,36.0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,0.2384051572363555,0.05957225557815136,No
5701-YVSVF,Female,1,Yes,No,11.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,-0.6176452144131852,1.0438342713963236,No
0847-HGRML,Male,0,No,Yes,62.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-0.3486542067869137,-1.8832989764878147,No
6344-SFJVH,Female,0,No,No,20.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),-1.4576568594607437,-0.6973483556768267,No
7269-JISCY,Female,0,No,No,55.0,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),0.24819736996828534,-1.0841208923547632,No
1094-BKOSX,Female,0,Yes,Yes,45.0,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),0.05551856101854996,-0.6750001592584383,No
3407-JMJQQ,Female,0,Yes,Yes,71.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),3.168160804879448,0.061574855512107465,No
3776-EKTKM,Female,1,No,No,1.0,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,-1.8468960138872148,0.08906549965459257,Yes
6199-IPCAO,Female,0,Yes,Yes,29.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.1756724151038378,-0.8929003999337124,No
5651-CPDND,Male,0,No,No,10.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.3513324177394441,0.10617001343456212,No
2371-JUNGC,Male,0,No,No,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.8279406439267591,-0.5896551699419981,No
9415-DPEWS,Female,0,No,No,18.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,-0.146326874345718,0.9935701546502343,Yes
7134-HBPBS,Female,1,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),3.2094113195775282,0.010014667352703933,No
1478-VPOAD,Female,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-1.725727651530573,0.2827175878815326,No
0356-OBMAC,Female,1,No,No,56.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),2.1042694580922,0.24654788186679744,No
9793-WECQC,Male,0,No,No,23.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,0.24312196362691355,1.0379828775005984,No
5955-ERIHD,Male,0,Yes,No,18.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.029324708860928174,1.1596836181663563,Yes
2684-EIWEO,Female,1,No,No,30.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),0.5113824560101429,0.7544856079708151,Yes
3712-PKXZA,Male,0,Yes,No,61.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),-0.36232808954688994,-1.844185269263817,No
1839-UMACK,Male,0,No,No,42.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,-0.8169983518146717,-1.2484314033283037,No
3194-ORPIK,Female,0,Yes,Yes,50.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1.2513447010431953,0.03048132392396221,Yes
5022-KVDQT,Male,0,No,No,27.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.1322084577501222,0.5678339816228146,No
1031-IIDEO,Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.279795107075177,0.9954099670024489,Yes
1768-HNVGJ,Female,1,No,No,45.0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,0.5964111114355122,-0.1950236927872643,No
